ID,youtubeId,movieId,title,Adventure,Animation,Children,Comedy,Fantasy,Romance,Drama,Action,Crime,Thriller,Horror,Mystery,Sci-Fi,Documentary,War,Musical,Western,Film-Noir
8674,MOOgDDrcCjg,26189,"I Love You, Alice B. Toklas! (1968)",0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8675,GFcDCJyP9fo,26191,Petulia (1968),0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
8676,yEbvc32n7bU,26194,"Subject Was Roses, The (1968)",0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
8677,YIHtiLqSO94,26195,Sympathy for the Devil (1968),0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0
8678,UUvtcd-ufIQ,26197,War and Peace (Voyna i mir) (1967),0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0
8679,XKwteCwCSMw,26198,"Yours, Mine and Ours (1968)",0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8680,vWTL9AFrxUo,26199,Alice's Restaurant (1969),0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0
8681,oKTm-EFgEXk,26203,Colossus: The Forbin Project (1970),0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0
8682,CkSPLPRbqks,26204,Death Rides a Horse (Da uomo a uomo) (1967),0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0
8683,l8bpN0y1TAw,26205,"Goodbye, Mr. Chips (1969)",0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0
8684,5BBn-7H2kEk,26206,Journey to the Far Side of the Sun (a.k.a. Doppelgänger) (1969),0,0,0,0,1,0,0,0,0,1,0,1,1,0,0,0,0,0
8685,D5I3Lt8PwyQ,26207,Last Summer (1969),0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
8686,sIDCU467dCA,26208,My Night At Maud's (Ma Nuit Chez Maud) (1969),0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0
8687,CBP4TjE5U8Q,26209,"Magic Christian, The (1969)",0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8688,VwT2x5mFRuE,26210,Marlowe (1969),0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0
8689,zzaW_Ns5W6o,26211,More (1969),0,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0
8690,6F6bD3vYuw0,26213,"Reivers, The (1969)",0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0
8691,ON4gof8Epl4,26214,Taste the Blood of Dracula (1970),0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
8692,ooNSm6Uug3g,26215,"Joke, The (Zert) (1969)",0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
8693,wAmuZsI75kc,26216,...tick... tick... tick... (1970),0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0
8694,4glquMRJLF8,26219,Brewster McCloud (1970),0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8695,9_G7l8Za_Fo,26220,"Violent City (Family, The) (Città violenta) (1970)",0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0
8696,dUUF24CkOQM,26221,Dirty Dingus Magee (1970),0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0
8697,IGMeFCooSUg,26222,Dodes'ka-den (Clickety-Clack) (1970),0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0
8698,tKO3CGDBfkE,26223,Gamera vs. Jiger (1970),0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0
8699,cFoVHVeLk-M,26225,"Claire's Knee (Genou de Claire, Le) (1970)",0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0
8700,SBMLRb_mIl8,26226,"Hi, Mom! (1970)",0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8701,KZwDTkZvh_4,26227,House of Dark Shadows (1970),0,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0
8702,KjEs8O7kEJ0,26228,"Swedish Love Story, A (Kärlekshistoria, En) (1970)",0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0
8703,Ixp1ZmroNrY,26229,"Landlord, The (1970)",0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0
8704,lWtZS3Rh-Tc,26230,On a Clear Day You Can See Forever (1970),0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0
8705,UUi_pfStOBM,26231,Performance (1970),0,0,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0
8706,m44NQUIOaiQ,26232,Rejs (1970),0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8707,im6DxYGxFPk,26235,Long Live Death (Viva la muerte) (1971),0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0
8708,4bG17OYs-GA,26236,"White Sun of the Desert, The (Beloe solntse pustyni) (1970)",1,0,0,1,0,1,1,1,0,0,0,0,0,0,1,0,0,0
8709,elNCMX8EzAM,26237,Zabriskie Point (1970),0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0
8710,CKE2NlnieK8,26240,"Beguiled, The (1971)",0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0
8711,4Mh6hoFsmFc,26241,"Devils, The (1971)",0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
8712,EkJZ0oOsnWk,26242,Duel (1971),0,0,0,0,0,0,0,1,0,1,0,1,0,0,0,0,0,0
8713,_pZn1RUowF0,26243,Evil Roy Slade (1972),0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0
8714,_5ZGcob1q7s,26245,"Go-Between, The (1970)",0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0
8715,HhWOfQjqgXA,26246,Johnny Got His Gun (1971),0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0
8716,yB1bLlguZVY,26247,Lawman (1971),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
8717,pC6BfoDsTII,26248,Let's Scare Jessica to Death (1971),0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0
8718,GJ43CuxZB_Y,26249,They Call Me Trinity (1971),0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0
8719,mG-zKOl0yLw,26251,Mon Oncle Antoine (1971),0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
8720,Xe80DlmX23s,26252,"New Leaf, A (1971)",0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0
8721,4nRkAUAXT_A,26253,Nicholas and Alexandra (1971),0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0
8722,yy54Q4rcJuk,26254,Von Richthofen and Brown (1971),0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0
8723,ojuquGS2aSo,26255,Scars of Dracula (1970),0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
8724,Lol61ybhgC0,26256,Support Your Local Gunfighter (1971),0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0
8725,v7YIli0wgfc,26257,Sweet Sweetback's Baadasssss Song (1971),0,0,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0
8726,iMspVKv56vQ,26258,"Topo, El (1970)",0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0
8727,UntezgPh26o,26259,"Emigrants, The (Utvandrarna) (1971)",0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
8728,Q5Cq9hLArW8,26263,Fiend with the Electronic Brain (Blood of Ghastly Horror) (1972),0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0
8729,XZ4x4HqSGFk,26265,Dr. Phibes Rises Again (1972),1,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0
8730,fVaABnGMCCo,26266,Dracula A.D. 1972 (1972),0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0
8731,v05XNXE8zaE,26267,Get to Know Your Rabbit (1972),0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8732,8oytFAZZayA,26268,"Tall Blond Man with One Black Shoe, The (Le grand blond avec une chaussure noire) (1972)",0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0
8733,gxlnDRqPUXE,26269,Lone Wolf and Cub: Sword of Vengeance (Kozure Ôkami: Kowokashi udekashi tsukamatsuru) (1972),0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0
8734,_H92g3KjNMA,26270,Lone Wolf and Cub: Baby Cart at the River Styx (Kozure Ôkami: Sanzu no kawa no ubaguruma) (1972),1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
8735,QTyhJQdP6f4,26271,Lady Sings the Blues (1972),0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0
8736,h6BeRP-wt7w,26274,Payday (1973),0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
8737,4QHIbj62oTI,26277,Slither (1973),0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0
8738,o-uRSRale-w,26280,Traffic (Trafic) (1971),0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8739,ibJEUmM5I_w,26282,"Mad Adventures of Rabbi Jacob, the (Les Aventures de Rabbi Jacob) (1973)",0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8740,-hEpehlI7Sk,26283,Charley Varrick (1973),0,0,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0
8741,AGjwttet6KU,26285,Dark Star (1974),0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0
8742,ZEQzDzK5rXY,26287,"Delicate Balance, A (1973)",0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
8743,q1R90m3gW54,26288,Dracula (1973),0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
8744,eG0wmGcLMX0,26289,Emperor of the North (Emperor of the North Pole) (1973),0,0,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0
8745,VmH8X84SXY4,26290,Executive Action (1973),0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0
8746,5y0WzayKjk8,26291,"Glass Menagerie, The (1973)",0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
8747,Weu6uon9oew,26294,My Name Is Nobody (Il Mio nome è Nessuno) (1973),0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0
8748,z1XnOxfE5lg,26295,Invasion of the Bee Girls (1973),0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0
8749,0fYy36b0URI,26297,Lemora: A Child's Tale of the Supernatural (1973),0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
8750,HdXEXFw4GIM,26299,Phase IV (1974),0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,0,0,0
8751,P9-Q0ZRFk7g,26301,Save the Tiger (1973),0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
8752,x-J6XyNHM3I,26302,Scarecrow (1973),0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
8753,t8FCeoScs4g,26303,Sisters (1973),0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0
8754,OyXohnrEXVA,26304,"Spook Who Sat by the Door, The (1973)",0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0
8755,YeCwVvBvVcs,26306,Theatre of Blood (1973),0,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0
8756,HdYePArbF3o,26307,King Boxer: Five Fingers of Death (Tian xia di yi quan) (1972),0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0
8757,J1oy_TQ9tyE,26308,Turkish Delight (Turks fruit) (1973),0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0
8758,XYm7IT_K5eo,26309,Walking Tall (1973),0,0,0,0,0,0,1,1,1,1,0,0,0,0,0,0,0,0
8759,Bnm0HBGrq9c,26312,Butley (1974),0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
8760,oOTlqs_j4IE,26313,California Split (1974),0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0
8761,Ny_2UMLrHM4,26314,"Cars That Ate Paris, The (1974)",0,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0
8762,g9W5_Qm7zxs,26315,Conrack (1974),0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
8763,xebFl_liB1E,26316,Let Sleeping Corpses Lie (Non si deve profanare il sonno dei morti) (1974),0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
8764,Ltjw-LiwOiQ,26317,Emmanuelle (1974),0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0
8765,1x8HMYiT-S4,26318,"Phantom of Liberty, The (Fantôme de la liberté, Le) (1974)",0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0
8766,1bNfag1hosI,26320,Flesh for Frankenstein (a.k.a. Andy Warhol's Frankenstein) (1973),0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0
8767,hxrDtnB4VnU,26321,Général Idi Amin Dada: A Self Portrait (Général Idi Amin Dada: Autoportrait) (1974),0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0
8768,aswdMhHhczM,26322,Gone in 60 Seconds (1974),0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0
8769,1Y-DI1Ig16s,26323,"Groove Tube, The (1974)",0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8770,_Iz5ST2BYy8,26324,Harry and Tonto (1974),0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0
8771,oXdSiAS_Hac,26325,Hearts and Minds (1974),0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0
8772,0R2Difv9CO0,26326,"Holy Mountain, The (Montaña sagrada, La) (1973)",0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
8773,7vd1K65fawU,26327,"Little Prince, The (1974)",0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0
8774,O_PJfHsYOPY,26333,"Terminal Man, The (1974)",0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0
8775,cs8rFsmhNTc,26334,Thieves Like Us (1974),0,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0
8776,toEPNVgj7tA,26336,"Adventure of Sherlock Holmes' Smarter Brother, The (1975)",0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0
8777,G7PgaMDAIJY,26337,"Adventures of the Wilderness Family, The (1975)",1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
8778,xXWFYDtJyxE,26338,Cousin cousine (1975),0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0
8779,r-yagy7mFWw,26339,Dolemite (1975),0,0,0,1,0,0,0,1,1,1,0,1,0,0,0,0,0,0
8780,Vr007U4Pekk,26340,"Twelve Tasks of Asterix, The (Les douze travaux d'Astérix) (1976)",1,1,1,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0
8781,voBbrXfs9xY,26341,Emmanuelle 2 (1975),0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
8782,WpdJgVKE9s0,26342,"Farewell, My Lovely (1975)",0,0,0,0,0,0,0,0,1,1,0,1,0,0,0,0,0,0
8783,fmyrWYrvF5s,26343,"Fortune, The (1975)",0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0
8784,4KnJj4M0HF4,26344,French Connection II (1975),0,0,0,0,0,0,1,1,1,1,0,0,0,0,0,0,0,0
8785,GmjqfeV81ME,26345,"Great Waldo Pepper, The (1975)",0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0
8786,kwYurU9mEuI,26346,"Story of Adele H., The (Histoire d'Adèle H., L') (1975)",0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
8787,d1NmpF0M4SM,26347,"Irony of Fate, or Enjoy Your Bath! (Ironiya sudby, ili S legkim parom!) (1975)",0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0
8788,nmbu07qTiMo,26349,Night Moves (1975),0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0
8789,WfE2VYheN54,26350,"Passenger, The (Professione: reporter) (1975)",0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
8790,iYfPCnV8U3A,26353,"Hand of Death, The (Shao Lin men) (1976)",0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
8791,PDAwPfPtUOw,26354,Sister Street Fighter (Onna hissatsu ken) (1974),0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0
8792,kvA93wEu_8E,26356,Supervixens (1975),0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0
8793,TFKqL2Cc7OE,26357,Trilogy of Terror (1975),0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0
8794,RMXF8uoPM3M,26359,1900 (Novecento) (1976),0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0
8795,VQzVxRHM584,26360,"Small Change (Argent de poche, L') (1976)",0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0
8796,8WPPpUaA9LA,26362,Twenty Days Without War (Dvadtsat dney bez voyny) (1981),0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0
8797,yU5IjY32rhg,26364,From Noon Till Three (1976),0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0
8798,YXZ4u2ZVWOc,26365,Futureworld (1976),0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0
8799,8Fdi2DMeZlI,26366,Harlan County U.S.A. (1976),0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
8800,9FmcrpMO72Q,26368,"Marquise of O, The (Marquise von O..., Die) (1976)",0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
8801,YF4HjTJpkJY,26369,Maîtresse (Mistress) (1975),0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0
8802,yaPvFX1KPWo,26370,"Message, The (a.k.a. Mohammad: Messenger of God) (1976)",1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0
8803,Lk0qpCIFSIg,26371,The Missouri Breaks (1976),0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0
8804,3U6oLx3xy8s,26372,"Slave of Love, A (Raba lyubvi) (1976)",0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0
8805,eNvZZz2jPEo,26375,Silver Streak (1976),0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0
8806,DTuXveZStUo,26377,Up! (1976),0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8807,_zC7yyeqcVU,26378,Who Can Kill a Child? (a.k.a. Island of the Damned) (¿Quién puede matar a un niño?) (1976),0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0
8808,6L7CTLheaNc,26379,Jesus of Nazareth (1977),0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
8809,FVc9XR-jpr4,26380,ABBA: The Movie (1977),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
8810,9NA3R7as_Ts,26383,Demon Seed (1977),0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,0,0,0
8811,EA35HmrRNGE,26386,High Anxiety (1977),0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0
8812,Yo-noHGCgJQ,26387,"Man Who Loved Women, The (Homme qui aimait les femmes, L') (1977)",0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0
8813,oLcZFTPZKfc,26388,"Hound of the Baskervilles, The (1978)",0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0
8814,bakWHKecYw0,26389,"Hell Without Limits (Lugar sin límites, El) (1978)",0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
8815,2icoQWmbocU,26391,"New York, New York (1977)",0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0
8816,SoDYx2SDBR8,26392,Providence (1977),0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
8817,qsMp2pZK-Cw,26393,Sorcerer (1977),0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0
8818,7YKHKl_JxCY,26394,"Turning Point, The (1977)",0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0
8819,gD8OrDsQC84,26395,"Rutles: All You Need Is Cash, The (1978)",0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8820,BpnLEfiMSKc,26397,Brass Target (1978),0,0,0,0,0,0,1,1,0,1,0,1,0,0,0,0,0,0
8821,XfCwDlaZOso,26398,Capricorn One (1978),0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0
8822,vojrKsiKix8,26399,"5 Deadly Venoms, The (Wu du) (Five Deadly Venoms) (1978)",0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
8823,rSuWgx6kDQg,26400,Gates of Heaven (1978),0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
8824,m3iDFhOWGCQ,26401,Last Hurrah for Chivalry (Hao xia) (1979),0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0
8825,aTplEAT2cCY,26402,Harper Valley P.T.A. (1978),0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8826,VchT1ZDIHrE,26403,"Hobbit, The (1977)",0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
8827,m4QTnENUl-4,26404,In Praise of Older Women (1978),0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
8828,kIKjEnjj1SU,26409,"Clonus Horror, The (1979)",0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0
8829,jTxxaCN-xoE,26410,"Grapes of Death, The (Raisins de la mort, Les) (1978)",0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
8830,QGnW5gh4WZE,26411,"Adventures of Picasso, The (Picassos äventyr) (1978)",0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8831,wqJW2EQ5FPw,26413,Snake in the Eagle's Shadow (Se ying diu sau) (1978),0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0
8832,FM8eFxhw5o4,26414,"Wedding, A (1978)",0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0
8833,0vBXwEkQyPs,26416,Best Boy (1979),0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
8834,WcraLwKI2K8,26417,French Fried Vacation 2 (Les bronzés font du ski) (1979),0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8835,FhbrLjcAPw0,26418,Buffet froid (1979),0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0
8836,r6RFG80BU4o,26422,Hair (1979),0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0
8837,8roHCvHEMM0,26424,I as in Icarus (I... comme Icare) (1979),0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
8838,yepPKH2jIfo,26425,"In-Laws, The (1979)",0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0
8839,0pVkiod6V0U,26429,Love at First Bite (1979),0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0
8840,CHFhUt60xxo,26430,"Luna, La (1979)",0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
8841,cHjP1fZwx3U,26431,Opening Night (1977),0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
8842,tyOyJC_K3vE,26432,Quintet (1979),0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0
8843,oQMnC7AM7jc,26433,Rockers (1978),0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0
8844,r5M5v4d3b8s,26435,Starting Over (1979),0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0
8845,8GszhYsV3MM,26436,Barnens ö (1980),1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
8846,ZiaMpW1OVyA,26438,Defiance (1980),0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0
8847,vuLDpo7J8HU,26444,"Hitch Hikers Guide to the Galaxy, The (1981)",1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0
8848,b-bsPK7mlEE,26446,Genocide (1982),0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
8849,zQhsIngXfTI,26448,Pelle Svanslös (1981),0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8850,YaAh-bkWmi4,26450,Treasure of the Yankee Zephyr (Race for the Yankee Zephyr) (1981),1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0
8851,oP2y3mW25C4,26452,"Blue and the Gray, The (1982)",0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0
8852,0j3E_9gXrko,26453,Smiley's People (1982),0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0
8853,tbdtdHhXqBM,26459,"Scarlet Pimpernel, The (1982)",0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0
8854,ER4dE1gbmuw,26462,Bad Boys (1983),0,0,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0
8855,ENZ55n7Tq38,26463,Barefoot Gen (Hadashi no Gen) (1983),0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0
8856,DzO5JTGIJW4,26464,Blue Thunder (1983),0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0
8857,kUSomtJF40o,26465,D.C. Cab (1983),0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0
8858,3nXblCMnetI,26467,"Day After, The (1983)",0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0
8859,PSEN_CGnGWU,26468,Deal of the Century (1983),0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8860,Ft_d96tAZx8,26470,Doctor Detroit (1983),0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8861,s2sdwTCdC00,26471,Eddie Murphy Delirious (1983),0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0
8862,Jz_P43jHN6w,26472,"Norte, El (1984)",1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
8863,R1XAIq_oipU,26475,Lianna (1983),0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0
8864,_I_bjMlkmIA,26476,Merry Christmas Mr. Lawrence (1983),0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0
8865,UlcM-1Rm9Eo,26479,"Pirates of Penzance, The (1983)",1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0
8866,ireAmF8RXrs,26480,"Raiders of Atlantis, The (1983)",0,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0
8867,DytlwEZJedM,26481,First Name: Carmen (Prénom Carmen) (1983),0,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0
8868,aox5i0FGNFA,26483,Rock & Rule (1983),0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0
8869,VG8_N8vzmF4,26484,Sugar Cane Alley (Rue cases nègres) (1983),0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
