,youtubeId,movieId,title,Adventure,Animation,Children,Comedy,Fantasy,Romance,Drama,Action,Crime,Thriller,Horror,Mystery,Sci-Fi,Documentary,War,Musical,Western,Film-Noir
2968,MMjdGo6M5HA,3055,Felicia's Journey (1999),0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
2971,AluXh0K7Ji0,3058,"Ape, The (1940)",0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0
2974,pPFxoPyNywM,3061,Holiday Inn (1942),0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0
2985,56Lf_8LJ_e0,3072,Moonstruck (1987),0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0
2987,UY5GA5uHV3k,3074,Jeremiah Johnson (1972),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
2990,gCSoCGlRFvs,3077,42 Up (1998),0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
2998,BWFcMRYjJtA,3085,"Living Dead Girl, The (Morte Vivante, La) (1982)",0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
3000,aGT6M00yCxM,3087,Scrooged (1988),0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0
3004,U9J-JxIGxgc,3091,Kagemusha (1980),0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0
3015,ovju_D3QB5Y,3102,Jagged Edge (1985),0,0,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0
3019,PuBPaX_Y6fE,3106,Come See the Paradise (1990),0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0
3032,NIJxOLyMvek,3119,Bay of Blood (a.k.a. Twitch of the Death Nerve) (Reazione a catena) (1971),0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
3049,QxNWzbM7BjA,3136,"James Dean Story, The (1957)",0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
3052,SwP4d2GMiF8,3139,Tarzan the Fearless (1933),1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
3055,iZ6-ZcVzzIQ,3142,U2: Rattle and Hum (1988),0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0
3062,Pv2Gemyyf5w,3149,Diamonds (1999),0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
3066,_qbKR07pQto,3153,"7th Voyage of Sinbad, The (1958)",1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0
3072,EHIZV-mtEAw,3159,Fantasia 2000 (1999),0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
3078,k80E5KTjvmA,3165,Boiling Point (1993),0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0
3079,wjtfG8r14Uk,3166,Brenda Starr (1989),1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3083,OIuhsHpcNAU,3170,Hi-Yo Silver (1940),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
3085,WcN392H2jx0,3172,Ulysses (Ulisse) (1954),1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3095,jAtxZHuJNW4,3182,"Mr. Death: The Rise and Fall of Fred A. Leuchter, Jr. (1999)",0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
3101,3_8pU7mGd9g,3188,"Life and Times of Hank Greenberg, The (1998)",0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
3116,C8ZMRDUd8F8,3203,Dead Calm (1989),0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
3119,SNsF9YWeoII,3206,Against All Odds (1984),0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
3120,40havG2OgBU,3207,"Snows of Kilimanjaro, The (1952)",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3126,ucnq_hPhdDI,3213,Batman: Mask of the Phantasm (1993),0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3132,6UTZTKoZmM8,3219,Pacific Heights (1990),0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0
3138,Kf6kjsSgd38,3225,Down to You (2000),0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0
3143,rx7q0rh6dPo,3230,"Odessa File, The (1974)",0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
3151,vjH3KHl5BW4,3238,Eye of the Beholder (1999),0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
3164,U95Zk5nBQIM,3251,Agnes of God (1985),0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0
3171,qM2UmhndoOY,3258,Death Becomes Her (1992),0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
3180,0JUUWLLN03s,3267,"Mariachi, El (1992)",0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,1,0
3197,JQ3JYb_PpJA,3284,They Might Be Giants (1971),0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0
3200,EbvIjYl9SU4,3287,"Tigger Movie, The (2000)",0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3204,vFpn83RHA30,3291,Trois (2000),0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
3205,cLYZnniXAhk,3292,"Big Combo, The (1955)",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
3207,qLkTTgd7620,3294,Eaten Alive (1977),0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
3213,w16bYZ-4nmE,3300,Pitch Black (2000),0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,0,0,0
3214,UM6-VeQ_KPk,3301,"Whole Nine Yards, The (2000)",0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0
3224,aEQw79tKm6I,3311,"Man from Laramie, The (1955)",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
3228,Wy58kS1Deb4,3315,Happy Go Lovely (1951),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
3236,pna8QJDfJUE,3323,Chain of Fools (2000),0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0
3245,VEN2J9jVagU,3332,"Legend of Lobo, The (1962)",1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3249,uLT3Qu76-bw,3336,It Happened Here (1966),0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0
3252,kZ64smS4Lyk,3339,Cross of Iron (1977),0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
3257,h-8mxZus4x8,3344,Blood Feast (1963),0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
3258,jeJ7FDxFUxc,3345,"Charlie, the Lonesome Cougar (1967)",1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3261,yKrrAa2o9Eg,3348,"Night Visitor, The (1970)",0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0
3266,w2dNvVdz3js,3353,"Closer You Get, The (2000)",0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0
3267,1_I4WgBfETc,3354,Mission to Mars (2000),0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
3277,prfHBR7l_KI,3364,"Asphalt Jungle, The (1950)",0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1
3279,4t8WI3bW8NA,3367,"Devil's Brigade, The (1968)",0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
3280,93Ie24d1Etk,3368,"Big Country, The (1958)",0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0
3281,EfqEH_rzOsQ,3369,Any Number Can Win (Mélodie en sous-sol ) (1963),0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
3285,haS7s4MI0mI,3373,Buck and the Preacher (1972),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
3287,8w0ILjgHfhw,3375,Destination Moon (1950),0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
3288,2B3HGY_zLKk,3376,"Fantastic Night, The (Nuit fantastique, La) (1942)",0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
3289,h_Oo1p-F8x4,3377,Hangmen Also Die (1943),0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0
3292,oJ7pNUKwaDs,3380,Railroaded! (1947),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
3300,dezQPotEYHU,3388,Harry and the Hendersons (1987),0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3301,sk7a9EyMGiY,3389,Let's Get Harry (1986),1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
3310,JDMr-iryM0E,3398,"Muppets Take Manhattan, The (1984)",0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0
3312,pS6NbxZYU9o,3400,We're Back! A Dinosaur's Story (1993),1,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
3321,bQ0Mu5kniXI,3409,Final Destination (2000),0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0
3326,HoX-xki1yHQ,3414,Love Is a Many-Splendored Thing (1955),0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0
3328,seCRhjrLNy4,3417,"Crimson Pirate, The (1952)",1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3338,usKVcBTxkfk,3427,Coogan's Bluff (1968),0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
3340,nDBbmP2TctE,3429,Creature Comforts (1989),0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3352,GUIP9ktJWFw,3441,Red Dawn (1984),0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0
3363,BEq-wydAhdI,3452,Romeo Must Die (2000),0,0,0,0,0,1,0,1,1,1,0,0,0,0,0,0,0,0
3365,dGZZ-CLphCI,3454,Whatever It Takes (2000),0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0
3377,2imOf6-H3tI,3466,Heart and Souls (1993),0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
3387,_MZXKWNvtK4,3476,Jacob's Ladder (1990),0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0
3390,tGAa8WF0vxo,3479,Ladyhawke (1985),1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0
3393,M0wP4rP6R70,3483,"Road to El Dorado, The (2000)",0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3394,VkF7QQTLrYY,3484,"Skulls, The (2000)",0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
3395,ktSARBr8Rts,3485,Autopsy (Macchie Solari) (1975),0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
3396,YuL5YfbpoX0,3486,Devil Girl From Mars (1954),0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
3397,xl4Jo253GAw,3487,El Dorado (1966),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
3398,0bh8BbbdsHw,3488,"Hideous Sun Demon, The (1959)",0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0
3400,_X2hcx1v0Rw,3490,Horror Express (1972),0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
3425,qtAY0-VpTWo,3515,Me Myself I (2000),0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0
3439,40R0ccBfYpM,3529,"Postman Always Rings Twice, The (1981)",0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0
3450,hUslFpsS_kM,3541,Third World Cop (1999),0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
3459,20pZujWcsjg,3550,"Hunger, The (1983)",0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
3460,EwMEGL1tG04,3551,Marathon Man (1976),0,0,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0
3472,MhQvkPMNt70,3563,"Crow: Salvation, The (2000)",0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0
3483,Jq8r1Xv7Lyw,3574,Carnosaur 3: Primal Species (1996),0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0
3494,J0Eq5GtCYdA,3585,"Great Locomotive Chase, The (1956)",1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
3496,UelBmskBuXk,3587,Inferno (1980),0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
3498,rfcsCcPT818,3589,"Whom the Gods Wish to Destroy (Nibelungen, Teil 1: Siegfried, Die) (1966)",1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
3501,vI0ov8zzfQA,3592,"Time Masters (Maîtres du temps, Les) (1982)",0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
3510,dMGCPRJNKUg,3601,"Castaway Cowboy, The (1974)",0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0
3513,6ELn0ViuBw8,3604,Gypsy (1962),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
3515,po4MN1V75eU,3606,On the Town (1949),0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0
3516,CpB6AJqjxvs,3607,One Little Indian (1973),0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0
3518,kpgk2oz20Vc,3609,Regret to Inform (1998),0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
3520,JMG7j3zReJQ,3611,Saludos Amigos (1943),0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3523,MhaVziFh1ws,3614,Honeymoon in Vegas (1992),0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0
3527,7MDUbjbTZos,3618,Small Time Crooks (2000),0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0
3539,xXaNjvZ9Va4,3630,"House of Exorcism, The (a.k.a. Lisa and the Devil) (Casa dell'esorcismo, La) (1973)",0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
3543,VBwz9Pijr1E,3634,Seven Days in May (1964),0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
3551,wGUfvZU4wiE,3642,In Old California (1942),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
3553,RsWPMM8iD2Y,3644,Dark Command (1940),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
3559,qKykxE7CBbc,3650,Anguish (Angustia) (1987),0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
3562,DcLG3AfyVDI,3653,"Endless Summer, The (1966)",0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
3577,tzQZT3H6Nzc,3668,Romeo and Juliet (1968),0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0
3579,EgXh-jXG-Vk,3670,Story of G.I. Joe (1945),0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
3582,nKBtCrHuvks,3673,Benji the Hunted (1987),1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3589,3qrRSQ7ZJE8,3680,"Decline of Western Civilization Part II: The Metal Years, The (1988)",0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
3596,pSPje5KXj2E,3687,Light Years (Gandahar) (1988),1,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0
3602,D_ubwE3IJhY,3693,"Toxic Avenger, The (1985)",0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0
3607,Bz6uzeQ2ZZM,3698,"Running Man, The (1987)",0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0
3612,i2h41AY-sSg,3703,"Road Warrior, The (Mad Max 2) (1981)",1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0
3614,9gKDRTyuH3Q,3705,Bird on a Wire (1990),0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0
3628,uDANCwhxAYw,3719,Love's Labour's Lost (2000),0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0
3634,3B1qMailIvY,3725,American Pop (1981),0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
3635,W_KctoG0bAE,3726,Assault on Precinct 13 (1976),0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0
3644,Qjnq2k1MHl0,3735,Serpico (1973),0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0
3668,39pwLUEYNaU,3759,Fun and Fancy Free (1947),0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
3671,7_pWdSZgFN4,3762,Daughter of Dr. Jeckyll (1957),0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
3675,gb0_dGLqYh8,3766,Missing in Action (1984),0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0
3677,Kxp-p7Cw_7k,3768,Braddock: Missing in Action III (1988),0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0
3684,WvY-X4P5y7Y,3775,Make Mine Music (1946),0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
3685,Rnqch54OlrM,3776,Melody Time (1948),0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
3688,koAA9MvqSpI,3779,Project Moon Base (1953),0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
3689,iU-4q4lyA0c,3780,Rocketship X-M (1950),0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
3690,LCZnuo1vuWU,3781,Shaft in Africa (1973),0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0
3693,krz8ym_TdSs,3784,"Kid, The (2000)",0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
3701,TbrG_HFxJQE,3792,Duel in the Sun (1946),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
3705,56RjtHLMzyI,3796,"Wisdom of Crocodiles, The (a.k.a. Immortality) (2000)",0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0
3706,4n-r9zSxw3A,3797,"In Crowd, The (2000)",0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
3708,DyVvuFfK6XQ,3799,Pokémon the Movie 2000 (2000),0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3711,qk0XnyrENrE,3802,Freejack (1992),0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0
3715,horNJVMqRw0,3806,Mackenna's Gold (1969),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
3716,5WaM5WwsMIc,3807,Sinbad and the Eye of the Tiger (1977),1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
3726,mFqArxUxWpc,3818,Pot O' Gold (1941),0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0
3728,QRaWJy3NmFg,3820,Thomas and the Magic Railroad (2000),0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3737,Zri0vfCwoS0,3829,Mad About Mambo (2000),0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0
3740,tSnJ_z5m2mY,3832,"Black Sabbath (Tre volti della paura, I) (1963)",0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
3741,dO5E4wkg0hA,3833,"Brain That Wouldn't Die, The (1962)",0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0
3743,uIy-CKvHoMk,3835,"Crush, The (1993)",0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
3747,nhG8vLz9PUA,3839,Phantasm IV: Oblivion (1998),0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
3748,7ErOqYD-i3Q,3840,Pumpkinhead (1988),0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
3750,lA6ybohAVq8,3843,Sleepaway Camp (1983),0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
3754,5NOy-yCJ354,3847,"Ilsa, She Wolf of the SS (1974)",0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
3756,aPBmOEpviOg,3849,"Spiral Staircase, The (1946)",0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
3761,I18TOdCvvdM,3854,Aimée & Jaguar (1999),0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0
3764,n4bBafN_s6I,3857,Bless the Child (2000),0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
3771,oqBynKxAiiI,3864,Godzilla 2000 (Gojira ni-sen mireniamu) (1999),1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0
3784,1QNocMA8KR4,3877,Supergirl (1984),1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0
3786,8WtrIgbvsWU,3879,"Art of War, The (2000)",0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0
3788,dFFdGYuHATI,3881,Phish: Bittersweet Motel (2000),0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
3802,WUax6vEEdac,3895,"Watcher, The (2000)",0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0
3815,VWGqGHMO294,3908,Urban Legends: Final Cut (2000),0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
3824,ni4tEtuTccc,3917,Hellraiser (1987),0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
3826,8hEzv3tHsQ4,3919,Hellraiser III: Hell on Earth (1992),0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
3834,ljcLwaXvwNM,3927,Fantastic Voyage (1966),1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
3838,8emJD-rR9Cs,3931,"Giant Gila Monster, The (1959)",0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0
3840,I1C2gCXo4Gs,3933,"Killer Shrews, The (1959)",0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0
3841,9LAaHZsEG1s,3934,Kronos (1957),0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
3846,M19tgYuwVWc,3940,Slumber Party Massacre III (1990),0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
3847,gjpadtJs9QA,3941,Sorority House Massacre (1986),0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
3851,4w15dcexYvw,3945,Digimon: The Movie (2000),1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3865,k3TwIJjyjPM,3959,"Time Machine, The (1960)",1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0
3867,-xzdCd15gqE,3961,Ghoulies (1985),0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
3869,jTf_2OKsXKk,3963,"Unsinkable Molly Brown, The (1964)",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
3870,sRnIHZboNfY,3964,"Adventures of Ichabod and Mr. Toad, The (1949)",0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3872,yk3n5dNwgoY,3966,Detour (1945),0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1
3880,wP60n7sCKUk,3974,"Little Vampire, The (2000)",1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3896,Ic2AhqLWuI0,3990,Rugrats in Paris: The Movie (2000),0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3897,jPJiv6xO_Ok,3991,102 Dalmatians (2000),0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3903,bm7Pz-RpgBE,3997,Dungeons & Dragons (2000),1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
3905,iq4VjE0_AVQ,3999,Vertical Limit (2000),1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
3907,N1vKCJlaM0A,4001,Code of Silence (1985),0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
3912,wbFyEEt0KW4,4006,Transformers: The Movie (1986),1,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
3926,FSiQ0PeMHJM,4020,"Gift, The (2000)",0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
3930,iHXFpWT8cds,4024,"House of Mirth, The (2000)",0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
3931,yzkcSwlrdgg,4025,Miss Congeniality (2000),0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0
3936,y3_iP1-shW8,4030,Dracula 2000 (2000),0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
3937,gIYb0Efl4Ig,4031,All the Pretty Horses (2000),0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0
3941,wCfI3zgG0Jc,4035,"Claim, The (2000)",0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0
3945,6q6p3KwyWTk,4039,Annie (1982),0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
3949,_c0dj11dn98,4043,At Close Range (1986),0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0
3951,lrnGD7JN2KE,4045,Breakheart Pass (1975),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
3955,asHBK179wkg,4049,Rancho Deluxe (1975),0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0
3957,eHSYth2wSEk,4051,Horrors of Spider Island (Ein Toter Hing im Netz) (1960),0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0
3970,yn6nQsqZcys,4064,Coffy (1973),0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0
3978,q6yObNphIPE,4072,Faithless (Trolösa) (2000),0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0
3979,nd7GM7rT2no,4073,"Invisible Circus, The (2001)",0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0
3981,ybhS3G0ul3U,4075,"Monkey's Tale, A (Château des singes, Le) (1999)",0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3982,uvN-SG_fBVk,4076,Two Ninas (1999),0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0
3985,-bObIlquRNk,4079,Amazon Women on the Moon (1987),0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0
3989,OL3Y4JCwSWM,4083,Best Seller (1987),0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
3996,8aL0ml00S9Q,4090,"Brave Little Toaster, The (1987)",0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3998,on3M7YWlewo,4092,Cherry 2000 (1987),0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0
3999,xU2_1OgFSWY,4093,Cop (1988),0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
4002,fGN18RM1MHc,4096,"Curse, The (a.k.a. The Farm) (1987)",0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0
4003,yNomqxjRYlw,4097,Dead of Winter (1987),0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0
4011,DW-hjEx2y0Q,4105,"Evil Dead, The (1981)",0,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0
4012,g8K34N604Iw,4106,Extreme Prejudice (1987),0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
